,row_id,clean_phrase,category,timestamp,phrase_freq,sentiment_score,matched_product,listing_category,stock_level,final_similarity,used_backup
7373,24979,sony a7r camera,Electronics,2015-03-24 07:00:00,1,0,Camera,Electronics,5576465,0.59953415,False
7381,24986,a5+ speakers,Electronics,2015-03-22 07:00:00,1,0,Speaker,Electronics,5608503,0.5868539,False
7392,24998,soundstream competion speakers,Electronics,2015-02-18 08:00:00,1,0,Speaker,Electronics,5608503,0.63256705,False
7395,25005,samsung galaxy s3,Electronics,2015-02-05 08:00:00,4,-1,Smartphone,Electronics,5584861,0.6304302,False
7402,25021,laptop,Electronics,2015-02-03 08:00:00,2,0,Laptop,Electronics,5558643,0.99999994,False
7428,25080,pentax camera,Electronics,2015-03-28 07:00:00,4,1,Camera,Electronics,5576465,0.6425874,False
7430,25102,harmon kardon speakers,Electronics,2015-03-11 07:00:00,1,0,Speaker,Electronics,5608503,0.56247944,False
7439,25123,bose earbuds,Electronics,2015-03-13 07:00:00,1,1,Headphones,Electronics,5572988,0.67008215,False
7445,25131,pentax k3 dslr,Electronics,2015-03-13 07:00:00,1,1,Camera,Electronics,5576465,0.50761455,True
7449,25131,cameras,Electronics,2015-03-13 07:00:00,1,1,Camera,Electronics,5576465,0.9070511,False
7459,25155,comply earphone tips,Electronics,2015-03-30 07:00:00,1,1,Headphones,Electronics,5572988,0.52843744,False
7460,25155,shure earphones,Electronics,2015-03-30 07:00:00,1,1,Headphones,Electronics,5572988,0.7377715,False
7461,25155,'comply earphone tips,Electronics,2015-03-30 07:00:00,1,1,Headphones,Electronics,5572988,0.5375876,False
7464,25157,all shure se model earphones,Electronics,2015-02-23 08:00:00,1,1,Headphones,Electronics,5572988,0.56116885,False
7470,25167,alpha camera,Electronics,2015-03-28 07:00:00,2,0,Camera,Electronics,5576465,0.65996355,False
7471,25167,no sony,Electronics,2015-03-28 07:00:00,1,0,Camera,Electronics,5576465,0.61934465,True
7472,25167,nikon sb-600,Electronics,2015-03-28 07:00:00,2,0,Camera,Electronics,5576465,0.5002778,False
7476,25174,android device,Electronics,2015-04-15 07:00:00,11,0,Smartphone,Electronics,5584861,0.7550124,False
7485,25193,es series center speaker,Electronics,2015-03-26 07:00:00,1,1,Speaker,Electronics,5608503,0.60009366,False
7487,25195,jbl's sound,Electronics,2015-03-27 07:00:00,1,1,Speaker,Electronics,5608503,0.5409013,False
7493,25199,only the diana f+ camera,Electronics,2015-02-28 08:00:00,1,1,Camera,Electronics,5576465,0.513484,False
7494,25205,60d,Electronics,2015-02-14 08:00:00,9,1,Camera,Electronics,5576465,0.50424796,False
7504,25226,t2i camera body,Electronics,2015-03-09 07:00:00,1,0,Camera,Electronics,5576465,0.5311421,False
7505,25226,canon t2i camera,Electronics,2015-03-09 07:00:00,1,0,Camera,Electronics,5576465,0.52774,False
7511,25233,standard bluetooth headphones,Electronics,2015-03-10 07:00:00,1,1,Headphones,Electronics,5572988,0.6544068,False
7516,25242,sony 7506 headphones,Electronics,2015-04-05 07:00:00,1,1,Headphones,Electronics,5572988,0.69471115,False
7517,25242,following earpads,Electronics,2015-04-05 07:00:00,1,1,Headphones,Electronics,5572988,0.5063361,False
7519,25242,all my sony 7506 headphones,Electronics,2015-04-05 07:00:00,1,1,Headphones,Electronics,5572988,0.634066,False
7520,25242,sony v6,Electronics,2015-04-05 07:00:00,1,1,Camera,Electronics,5576465,0.51621264,False
7530,25253,ezcast usb --&gt,Electronics,2015-03-21 07:00:00,1,1,Laptop,Electronics,5558643,0.5081267,True
7541,25266,klipsch kho-7 outdoor speakers,Electronics,2015-04-13 07:00:00,1,0,Speaker,Electronics,5608503,0.5041225,False
7548,25274,new dell laptop,Electronics,2015-02-17 08:00:00,1,0,Laptop,Electronics,5558643,0.62685204,False
7553,25283,canon xf105,Electronics,2015-03-02 08:00:00,1,1,Camera,Electronics,5576465,0.6248903,True
7554,25283,canon xl1s,Electronics,2015-03-02 08:00:00,1,1,Camera,Electronics,5576465,0.5187216,False
7563,25288,motorola unit,Electronics,2015-02-03 08:00:00,1,0,Smartphone,Electronics,5584861,0.5925541,False
7580,25304,canon 6d,Electronics,2015-04-09 07:00:00,9,1,Camera,Electronics,5576465,0.5729444,False
7591,25334,2 iphones,Electronics,2015-03-30 07:00:00,1,0,Smartphone,Electronics,5584861,0.5384771,True
7606,25365,cs10 center channel speaker,Electronics,2015-02-18 08:00:00,2,0,Speaker,Electronics,5608503,0.5485139,False
7626,25396,lcd display,Electronics,2015-02-21 08:00:00,2,-1,Monitor,Electronics,5506270,0.6518272,False
7635,25412,sony kdl-46z4100,Electronics,2015-02-09 08:00:00,2,0,Camera,Electronics,5576465,0.61934465,True
7636,25415,i-phone,Electronics,2015-04-08 07:00:00,3,-1,Smartphone,Electronics,5584861,0.5981731,False
7642,25419,lenovo y50,Electronics,2015-03-23 07:00:00,3,1,Laptop,Electronics,5558643,0.5925144,False
7671,25455,polycom phone,Electronics,2015-02-23 08:00:00,1,1,Smartphone,Electronics,5584861,0.58374274,False
7679,25467,other not.the cam,Electronics,2015-02-28 08:00:00,1,0,Camera,Electronics,5576465,0.6593424,False
7715,25520,hp g60 model,Electronics,2015-04-03 07:00:00,1,0,Laptop,Electronics,5558643,0.5043465,False
7731,25557,what mp3,Electronics,2015-03-20 07:00:00,1,1,Speaker,Electronics,5608503,0.5214714,True
7734,25557,mp3 player,Electronics,2015-03-20 07:00:00,8,1,Headphones,Electronics,5572988,0.51524574,False
7743,25569,all my music,Electronics,2015-02-19 08:00:00,1,0,Speaker,Electronics,5608503,0.5447272,True
7747,25569,music,Electronics,2015-02-19 08:00:00,2,0,Speaker,Electronics,5608503,0.5447273,False
7749,25569,beats music,Electronics,2015-02-19 08:00:00,1,0,Speaker,Electronics,5608503,0.5447272,True
7763,25595,zosi camera,Electronics,2015-03-25 07:00:00,1,1,Camera,Electronics,5576465,0.6430782,False
7767,25598,pavilion pc m9457c,Electronics,2015-02-11 08:00:00,1,1,Laptop,Electronics,5558643,0.503847,False
7777,25617,58 toshiba,Electronics,2015-03-20 07:00:00,1,1,Laptop,Electronics,5558643,0.61667955,False
7784,25631,sony 700 watt stereo,Electronics,2015-02-16 08:00:00,1,-1,Camera,Electronics,5576465,0.61934465,True
7786,25635,sony kds-60a3000,Electronics,2015-02-04 08:00:00,1,0,Camera,Electronics,5576465,0.61934465,True
7788,25636,pair,Electronics,2015-03-14 07:00:00,1,1,Sneakers,Footwear,5549346,0.50372714,False
7799,25654,nikon d200 camera,Electronics,2015-04-02 07:00:00,1,1,Camera,Electronics,5576465,0.53498083,False
7820,25688,swan 700tvl camera / 960h system,Electronics,2015-03-13 07:00:00,1,-1,Camera,Electronics,5576465,0.5546552,True
7830,25703,no bluetooth,Electronics,2015-03-18 07:00:00,3,0,Smartphone,Electronics,5584861,0.5497149,True
7834,25712,samsung wb1100f camera,Electronics,2015-03-10 07:00:00,1,-1,Camera,Electronics,5576465,0.61158335,False
7840,25716,bose sound system,Electronics,2015-03-08 08:00:00,3,0,Speaker,Electronics,5608503,0.50141037,False
7855,25731,new lenovo,Electronics,2015-02-05 08:00:00,1,-1,Laptop,Electronics,5558643,0.6234814,False
7860,25737,all canon dslr cameras,Electronics,2015-02-27 08:00:00,2,0,Camera,Electronics,5576465,0.6229112,True
7863,25741,all canon eos cameras,Electronics,2015-03-31 07:00:00,1,0,Camera,Electronics,5576465,0.5459034,True
7866,25745,led colors,Electronics,2015-03-08 08:00:00,1,0,Shirt,Apparel,5519141,0.5356351,True
7882,25788,samsung phone,Electronics,2015-04-10 07:00:00,2,0,Smartphone,Electronics,5584861,0.7704087,False
7894,25832,sony a300 no,Electronics,2015-02-21 08:00:00,1,0,Camera,Electronics,5576465,0.61934465,True
7905,25851,probook,Electronics,2015-03-10 07:00:00,1,0,Textbooks,Books,6289025,0.5631959,False
7906,25851,hp probook,Electronics,2015-03-10 07:00:00,3,0,Laptop,Electronics,5558643,0.6202884,False
7909,25858,efs lens,Electronics,2015-02-05 08:00:00,1,-1,Camera,Electronics,5576465,0.63004464,True
7933,25870,eos camera,Electronics,2015-02-18 08:00:00,1,0,Camera,Electronics,5576465,0.65885144,False
7937,25874,polycom ip450 phones,Electronics,2015-02-02 08:00:00,1,1,Smartphone,Electronics,5584861,0.7467569,True
7938,25874,polycom digital phones,Electronics,2015-02-02 08:00:00,1,1,Smartphone,Electronics,5584861,0.51902723,False
7939,25876,at 2-line speakerphone,Electronics,2015-03-05 08:00:00,1,1,Speaker,Electronics,5608503,0.5733087,False
7951,25892,acer aspire model,Electronics,2015-02-09 08:00:00,1,-1,Laptop,Electronics,5558643,0.5241914,False
7952,25892,"""acer aspire model",Electronics,2015-02-09 08:00:00,1,-1,Laptop,Electronics,5558643,0.5456277,False
7955,25896,sony w800-b camera,Electronics,2015-02-09 08:00:00,1,0,Camera,Electronics,5576465,0.63397014,False
7959,25914,2010 macbook,Electronics,2015-03-14 07:00:00,1,-1,Laptop,Electronics,5558643,0.52341324,False
7983,25945,lenovo desktop,Electronics,2015-02-07 08:00:00,1,1,Laptop,Electronics,5558643,0.61698604,False
7986,25945,lenovo laptop,Electronics,2015-02-07 08:00:00,3,1,Laptop,Electronics,5558643,0.76134765,False
7987,25945,most lenovo's' u,Electronics,2015-02-07 08:00:00,1,1,Laptop,Electronics,5558643,0.563277,False
7989,25946,"27"" qnix qx2710 2560x1440 qhd pls matte panel monitor",Electronics,2015-04-10 07:00:00,1,1,Monitor,Electronics,5506270,0.5233066,False
8000,25948,pass thru usb,Electronics,2015-03-29 07:00:00,1,1,Laptop,Electronics,5558643,0.5081267,True
8001,25948,cinema display,Electronics,2015-03-29 07:00:00,1,1,Monitor,Electronics,5506270,0.57842463,False
8013,25964,logitech headphones,Electronics,2015-02-14 08:00:00,1,0,Headphones,Electronics,5572988,0.73671234,False
8014,25966,i phone,Electronics,2015-03-11 07:00:00,7,0,Smartphone,Electronics,5584861,0.6182424,False
8026,25989,akg 4 headset,Electronics,2015-04-14 07:00:00,1,0,Headphones,Electronics,5572988,0.5614146,True
8027,25991,canon 40 d,Electronics,2015-03-08 08:00:00,1,-1,Camera,Electronics,5576465,0.6248903,True
8039,26003,usb 2 or better port,Electronics,2015-03-05 08:00:00,1,0,Laptop,Electronics,5558643,0.5081267,True
8048,26014,gateway nv51b08u laptop,Electronics,2015-03-21 07:00:00,1,0,Laptop,Electronics,5558643,0.50027925,False
8062,26032,raspberry pi model,Electronics,2015-04-04 07:00:00,1,-1,Blender,Home Appliances,6234391,0.500064,False
8065,26036,old dell laptop,Electronics,2015-04-12 07:00:00,1,1,Laptop,Electronics,5558643,0.6319331,False
8074,26061,used ps4,Electronics,2015-02-09 08:00:00,1,0,Gaming Console,Electronics,5606624,0.5594764,True
8085,26093,nikon d5200 hello willy,Electronics,2015-03-06 08:00:00,1,0,Camera,Electronics,5576465,0.51968366,False
8086,26094,"6 - 23"" dell monitors",Electronics,2015-03-16 07:00:00,1,0,Monitor,Electronics,5506270,0.5165577,False
8094,26100,nikon coolpix l830 camera,Electronics,2015-03-17 07:00:00,1,1,Camera,Electronics,5576465,0.50622904,True
8105,26109,bose soundock,Electronics,2015-02-16 08:00:00,1,1,Speaker,Electronics,5608503,0.56988263,False
8132,26167,2 jvc sp-mxgt88 speakers,Electronics,2015-02-06 08:00:00,1,-1,Speaker,Electronics,5608503,0.55828536,True
8133,26167,2 sony ss-b1000 5-1/4-inch bookshelf speakers,Electronics,2015-02-06 08:00:00,1,-1,Speaker,Electronics,5608503,0.5217517,True
8141,26189,sony mini camcorder,Electronics,2015-03-02 08:00:00,1,1,Camera,Electronics,5576465,0.5885074,False
8157,26213,ipod/iphone,Electronics,2015-02-05 08:00:00,3,0,Smartphone,Electronics,5584861,0.6241413,False
8168,26234,sony a58,Electronics,2015-03-30 07:00:00,3,0,Camera,Electronics,5576465,0.53740954,False
8182,26264,hp g71,Electronics,2015-02-18 08:00:00,1,1,Laptop,Electronics,5558643,0.5415331,False
8199,26285,dell inspiron 14r0n4010,Electronics,2015-03-23 07:00:00,3,0,Laptop,Electronics,5558643,0.6940458,True
8204,26293,dell inspiron,Electronics,2015-03-05 08:00:00,6,0,Laptop,Electronics,5558643,0.60909986,False
8205,26293,dell latitude,Electronics,2015-03-05 08:00:00,2,0,Laptop,Electronics,5558643,0.5722369,False
8217,26305,sony epex10a/blk,Electronics,2015-03-19 07:00:00,1,0,Camera,Electronics,5576465,0.61934465,True
8226,26323,ef mount cameras,Electronics,2015-03-12 07:00:00,1,0,Camera,Electronics,5576465,0.56636715,True
8228,26324,2009 white macbook,Electronics,2015-03-05 08:00:00,1,1,Laptop,Electronics,5558643,0.53247964,False
8233,26350,samsung s27d590p hdmi monitor,Electronics,2015-03-24 07:00:00,1,0,Monitor,Electronics,5506270,0.5691465,False
8244,26377,dell d820,Electronics,2015-03-02 08:00:00,1,0,Laptop,Electronics,5558643,0.5021973,False
8245,26380,dell inspiron 6000 laptop,Electronics,2015-03-30 07:00:00,1,1,Laptop,Electronics,5558643,0.5046099,False
8246,26381,new macbook,Electronics,2015-04-12 07:00:00,1,1,Laptop,Electronics,5558643,0.5733931,False
8251,26384,secureaccess software,Electronics,2015-03-26 07:00:00,1,0,Blender,Home Appliances,6234391,0.5974192,True
8255,26388,no usb,Electronics,2015-03-07 08:00:00,2,0,Laptop,Electronics,5558643,0.5081267,True
8268,26400,arduino,Electronics,2015-04-12 07:00:00,7,0,Blender,Home Appliances,6234391,0.5515982,False
8274,26403,ematic wireless speaker box,Electronics,2015-02-13 08:00:00,1,0,Speaker,Electronics,5608503,0.50320107,False
8276,26404,acer iconia 810 tablet,Electronics,2015-02-11 08:00:00,1,0,Tablet,Electronics,5601340,0.5593331,False
8300,26426,tv model,Electronics,2015-02-19 08:00:00,1,-1,Monitor,Electronics,5506270,0.5099395,False
8301,26426,have bluetooth,Electronics,2015-02-19 08:00:00,1,-1,Smartphone,Electronics,5584861,0.523499,False
8302,26427,olympus,Electronics,2015-02-02 08:00:00,5,1,Camera,Electronics,5576465,0.5119703,False
8303,26428,our ipad,Electronics,2015-02-09 08:00:00,2,1,Tablet,Electronics,5601340,0.55249584,False
8321,26457,mini displayport,Electronics,2015-02-22 08:00:00,7,0,Monitor,Electronics,5506270,0.5067968,False
8325,26473,sony camera,Electronics,2015-04-06 07:00:00,9,0,Camera,Electronics,5576465,0.7765386,False
8329,26480,(no hdmi input,Electronics,2015-02-17 08:00:00,1,0,Monitor,Electronics,5506270,0.66745365,True
8331,26481,hp chromebook,Electronics,2015-03-25 07:00:00,3,-1,Laptop,Electronics,5558643,0.52152836,False
8344,26503,macbook/desktop,Electronics,2015-03-10 07:00:00,1,0,Laptop,Electronics,5558643,0.5346691,False
8346,26503,mac laptop,Electronics,2015-03-10 07:00:00,3,0,Laptop,Electronics,5558643,0.6954622,False
8358,26518,actual bose receiver,Electronics,2015-04-13 07:00:00,1,1,Speaker,Electronics,5608503,0.5006565,True
8364,26530,3d.,Electronics,2015-04-12 07:00:00,1,0,Blender,Home Appliances,6234391,0.524415,True
8368,26538,dell workstation,Electronics,2015-02-13 08:00:00,1,0,Laptop,Electronics,5558643,0.5057747,False
8372,26546,sony kdl-52br9,Electronics,2015-02-08 08:00:00,1,0,Camera,Electronics,5576465,0.61934465,True
8376,26550,samsung products,Electronics,2015-03-18 07:00:00,5,1,Smartphone,Electronics,5584861,0.59327924,False
8378,26550,un55h7150,Electronics,2015-03-18 07:00:00,1,1,Laptop,Electronics,5558643,0.508029,False
8388,26554,center channel speaker,Electronics,2015-02-11 08:00:00,1,0,Speaker,Electronics,5608503,0.648226,False
8391,26565,vizio speakers,Electronics,2015-04-12 07:00:00,1,1,Speaker,Electronics,5608503,0.58833885,False
8392,26567,harman kardon speakers,Electronics,2015-03-28 07:00:00,1,0,Speaker,Electronics,5608503,0.5778897,False
8400,26575,windows computer,Electronics,2015-03-24 07:00:00,2,1,Laptop,Electronics,5558643,0.63949543,False
8408,26593,ipod 2g,Electronics,2015-02-11 08:00:00,1,0,Smartphone,Electronics,5584861,0.5076901,False
8409,26594,olympus om-1,Electronics,2015-03-15 07:00:00,2,1,Camera,Electronics,5576465,0.5119702,True
8424,26612,samsung wis12,Electronics,2015-03-24 07:00:00,1,0,Smartphone,Electronics,5584861,0.5072657,False
8425,26620,sony hx1 camera,Electronics,2015-02-18 08:00:00,1,0,Camera,Electronics,5576465,0.5605571,False
8440,26646,galaxy note,Electronics,2015-03-29 07:00:00,4,1,Smartphone,Electronics,5584861,0.62018037,False
8443,26648,toshiba dkr40,Electronics,2015-02-16 08:00:00,1,0,Laptop,Electronics,5558643,0.5404302,False
8457,26667,camera(pentax,Electronics,2015-02-14 08:00:00,1,1,Camera,Electronics,5576465,0.7071328,False
8460,26668,dell latitude e6510,Electronics,2015-03-25 07:00:00,1,0,Laptop,Electronics,5558643,0.5009428,False
8461,26669,gopro,Electronics,2015-04-13 07:00:00,26,1,Camera,Electronics,5576465,0.5773689,False
8468,26687,laptop pc,Electronics,2015-02-13 08:00:00,4,1,Laptop,Electronics,5558643,0.8167876,False
8471,26687,hp 8530p laptop pc,Electronics,2015-02-13 08:00:00,1,1,Laptop,Electronics,5558643,0.51076406,False
8472,26689,samsung blueray,Electronics,2015-03-02 08:00:00,1,0,Smartphone,Electronics,5584861,0.6783432,True
8483,26708,dell computer,Electronics,2015-03-08 08:00:00,3,1,Laptop,Electronics,5558643,0.6423167,False
8485,26710,dell vostro,Electronics,2015-02-20 08:00:00,4,0,Laptop,Electronics,5558643,0.51058733,False
8487,26714,older macbook,Electronics,2015-03-24 07:00:00,2,1,Laptop,Electronics,5558643,0.5239602,False
8493,26719,hp pavilion dv6700 laptop,Electronics,2015-03-08 08:00:00,1,1,Laptop,Electronics,5558643,0.5156854,False
8496,26726,flip hd video camera,Electronics,2015-03-28 07:00:00,1,0,Camera,Electronics,5576465,0.5003535,False
8500,26730,shure 825 earphones,Electronics,2015-03-20 07:00:00,1,-1,Headphones,Electronics,5572988,0.63274217,False
8505,26737,jbl speakers,Electronics,2015-04-03 07:00:00,3,0,Speaker,Electronics,5608503,0.63949805,False
8506,26739,laptop - intel core i3,Electronics,2015-03-19 07:00:00,1,-1,Laptop,Electronics,5558643,0.5207287,True
8510,26749,old sager laptop,Electronics,2015-04-01 07:00:00,1,1,Laptop,Electronics,5558643,0.6058736,False
8514,26754,other android tablets,Electronics,2015-04-09 07:00:00,1,1,Tablet,Electronics,5601340,0.713701,False
8515,26754,samsung galaxy s4,Electronics,2015-04-09 07:00:00,7,1,Smartphone,Electronics,5584861,0.6256243,False
8516,26755,rca pro 10 edition tablet,Electronics,2015-03-06 08:00:00,1,1,Tablet,Electronics,5601340,0.6468375,False
8517,26755,android 4.4.2,Electronics,2015-03-06 08:00:00,1,1,Smartphone,Electronics,5584861,0.72675025,True
8518,26755,rca pro 10 tablet,Electronics,2015-03-06 08:00:00,2,1,Tablet,Electronics,5601340,0.6583111,False
8519,26755,android version,Electronics,2015-03-06 08:00:00,1,1,Smartphone,Electronics,5584861,0.54334366,False
8531,26766,zippers,Electronics,2015-04-05 07:00:00,2,0,Jeans,Apparel,5519182,0.5473272,False
8532,26766,camera right,Electronics,2015-04-05 07:00:00,1,0,Camera,Electronics,5576465,0.8078354,False
8539,26766,gear,Electronics,2015-04-05 07:00:00,1,0,Jacket,Apparel,5516002,0.51586974,False
8554,26784,acer aspire,Electronics,2015-02-08 08:00:00,12,1,Laptop,Electronics,5558643,0.5614643,False
8555,26788,camera's eye cup,Electronics,2015-03-29 07:00:00,1,1,Camera,Electronics,5576465,0.59891224,False
8566,26812,toshiba satellite l875d-s7332 laptop,Electronics,2015-04-02 07:00:00,2,1,Laptop,Electronics,5558643,0.5418668,False
8568,26812,hk speakers,Electronics,2015-04-02 07:00:00,1,1,Speaker,Electronics,5608503,0.6284193,False
8578,26818,comapct sony nex-3n cameras,Electronics,2015-03-07 08:00:00,1,1,Camera,Electronics,5576465,0.5442622,True
8581,26820,sony a300,Electronics,2015-03-19 07:00:00,1,1,Camera,Electronics,5576465,0.5194701,False
8591,26833,"panasonic 42"" th-c42hd18",Electronics,2015-03-03 08:00:00,1,0,Camera,Electronics,5576465,0.5538225,True
8594,26842,some iphones,Electronics,2015-04-11 07:00:00,1,0,Smartphone,Electronics,5584861,0.65598774,False
8601,26851,iphone 4s,Electronics,2015-02-27 08:00:00,7,-1,Smartphone,Electronics,5584861,0.5464439,False
8614,26873,all dell computers,Electronics,2015-02-25 08:00:00,1,1,Laptop,Electronics,5558643,0.5567991,True
8641,26932,jl audio tr-570 speakers,Electronics,2015-03-12 07:00:00,1,0,Speaker,Electronics,5608503,0.6046554,True
8645,26933,ford's stock speakers,Electronics,2015-03-09 07:00:00,1,0,Speaker,Electronics,5608503,0.5644195,True
8652,26936,displayport,Electronics,2015-04-15 07:00:00,3,0,Monitor,Electronics,5506270,0.55107796,False
8654,26937,usb no,Electronics,2015-04-09 07:00:00,1,0,Laptop,Electronics,5558643,0.5081267,True
8657,26939,tv (hdmi,Electronics,2015-02-17 08:00:00,1,0,Monitor,Electronics,5506270,0.60624135,False
8674,26986,elph 100 hs camera,Electronics,2015-02-11 08:00:00,1,-1,Camera,Electronics,5576465,0.600908,False
8675,26986,elph 340 hs camera,Electronics,2015-02-11 08:00:00,1,-1,Camera,Electronics,5576465,0.5604933,False
8704,27042,olympus d555 zoom camera,Electronics,2015-02-20 08:00:00,1,0,Camera,Electronics,5576465,0.5348492,True
8707,27050,samsung galaxy phone,Electronics,2015-04-16 07:00:00,4,1,Smartphone,Electronics,5584861,0.77378017,False
8711,27054,english camera,Electronics,2015-03-21 07:00:00,1,-1,Camera,Electronics,5576465,0.7472046,False
8714,27057,ipod touch,Electronics,2015-03-20 07:00:00,11,-1,Smartphone,Electronics,5584861,0.56112844,False
8720,27075,pc laptop,Electronics,2015-03-03 08:00:00,3,0,Laptop,Electronics,5558643,0.82298046,False
8766,27152,d3xxx and d5xxx series cameras,Electronics,2015-04-16 07:00:00,1,1,Camera,Electronics,5576465,0.512429,True
8770,27166,iphone6,Electronics,2015-02-10 08:00:00,7,0,Smartphone,Electronics,5584861,0.6424142,False
8771,27167,panasonic bl-c230a camera,Electronics,2015-04-09 07:00:00,1,0,Camera,Electronics,5576465,0.56946886,False
8790,27198,lenovo t520 laptop,Electronics,2015-04-03 07:00:00,1,0,Laptop,Electronics,5558643,0.5477329,False
8791,27200,lenovo w530,Electronics,2015-02-02 08:00:00,2,-1,Laptop,Electronics,5558643,0.5542273,False
8817,27246,mobile phone,Electronics,2015-03-18 07:00:00,1,0,Smartphone,Electronics,5584861,0.86351323,False
8818,27246,pc screen,Electronics,2015-03-18 07:00:00,1,0,Monitor,Electronics,5506270,0.6004513,False
8829,27261,all machines,Electronics,2015-02-27 08:00:00,1,0,Washing Machine,Home Appliances,6238805,0.52628326,False
8831,27264,only canon,Electronics,2015-02-09 08:00:00,1,0,Camera,Electronics,5576465,0.6248903,True
8834,27268,playstation,Electronics,2015-04-16 07:00:00,2,0,Gaming Console,Electronics,5606624,0.625052,False
8856,27309,lenovo t420s,Electronics,2015-04-08 07:00:00,1,0,Laptop,Electronics,5558643,0.53173697,False
8857,27310,vga or hdmi port,Electronics,2015-03-23 07:00:00,2,1,Monitor,Electronics,5506270,0.59448236,False
8858,27310,hp elitebook,Electronics,2015-03-23 07:00:00,3,1,Laptop,Electronics,5558643,0.5929632,False
8873,27325,sony a5000,Electronics,2015-03-30 07:00:00,3,1,Camera,Electronics,5576465,0.5337069,False
8875,27326,sony dslr-a580,Electronics,2015-03-23 07:00:00,1,1,Camera,Electronics,5576465,0.5384342,False
8889,27349,both hdmi,Electronics,2015-03-27 07:00:00,3,0,Monitor,Electronics,5506270,0.53736866,False
8893,27352,not just apple notebooks,Electronics,2015-03-02 08:00:00,1,0,Laptop,Electronics,5558643,0.5000985,False
8894,27354,old iphone3,Electronics,2015-03-20 07:00:00,1,0,Smartphone,Electronics,5584861,0.5181603,False
8905,27368,fuji camera,Electronics,2015-03-07 08:00:00,2,-1,Camera,Electronics,5576465,0.64846563,False
8906,27368,fujifilm,Electronics,2015-03-07 08:00:00,1,-1,Camera,Electronics,5576465,0.53723586,False
8907,27370,cannon,Electronics,2015-04-09 07:00:00,2,0,Camera,Electronics,5576465,0.5051042,False
8924,27396,sony nex v900 camcorder,Electronics,2015-04-15 07:00:00,1,0,Camera,Electronics,5576465,0.51441383,False
8955,27440,15t-200 laptop,Electronics,2015-03-09 07:00:00,1,1,Laptop,Electronics,5558643,0.58860373,False
8958,27442,wacom tablet,Electronics,2015-02-16 08:00:00,6,1,Tablet,Electronics,5601340,0.7015184,False
8961,27453,nikon d40,Electronics,2015-02-11 08:00:00,6,1,Camera,Electronics,5576465,0.516343,False
8973,27460,ipods,Electronics,2015-03-26 07:00:00,2,0,Headphones,Electronics,5572988,0.60227764,False
8974,27460,external devices,Electronics,2015-03-26 07:00:00,1,0,Smartphone,Electronics,5584861,0.50855744,False
8990,27482,not nikon,Electronics,2015-03-11 07:00:00,1,0,Camera,Electronics,5576465,0.5931899,False
8991,27483,lenovo,Electronics,2015-03-03 08:00:00,8,1,Laptop,Electronics,5558643,0.7144146,False
8992,27483,lenovo t520 notebook,Electronics,2015-03-03 08:00:00,1,1,Laptop,Electronics,5558643,0.5248316,False
9001,27493,lenovo docking station,Electronics,2015-03-25 07:00:00,1,0,Laptop,Electronics,5558643,0.52690256,True
9005,27499,creative bluetooth dongle,Electronics,2015-02-12 08:00:00,1,1,Smartphone,Electronics,5584861,0.5497149,True
9016,27513,iphone6 plus,Electronics,2015-03-02 08:00:00,1,0,Smartphone,Electronics,5584861,0.56227624,False
9026,27529,dell r900,Electronics,2015-04-16 07:00:00,1,0,Laptop,Electronics,5558643,0.50384367,False
9031,27537,vga and dvi-i computers,Electronics,2015-02-09 08:00:00,1,1,Monitor,Electronics,5506270,0.6234483,True
9049,27579,sh100 samsung camera,Electronics,2015-04-13 07:00:00,1,1,Camera,Electronics,5576465,0.59895766,False
9050,27580,samsung camera pl50,Electronics,2015-03-08 08:00:00,1,1,Camera,Electronics,5576465,0.6023364,False
9051,27583,asus tablet,Electronics,2015-02-21 08:00:00,3,0,Tablet,Electronics,5601340,0.7354498,False
9053,27587,display port,Electronics,2015-04-02 07:00:00,2,0,Monitor,Electronics,5506270,0.5329031,False
9057,27587,second monitor,Electronics,2015-04-02 07:00:00,1,0,Monitor,Electronics,5506270,0.7753553,False
9059,27591,windows laptop,Electronics,2015-02-03 08:00:00,6,-1,Laptop,Electronics,5558643,0.84834516,False
9062,27596,nokia lumia windows phone,Electronics,2015-03-16 07:00:00,1,1,Smartphone,Electronics,5584861,0.5639973,False
9074,27610,"samsung 60"" 1080p smart",Electronics,2015-02-24 08:00:00,1,1,Smartphone,Electronics,5584861,0.6783432,True
9093,27628,audio jack,Electronics,2015-03-22 07:00:00,2,1,Headphones,Electronics,5572988,0.61591744,False
9094,27628,usb hard drive,Electronics,2015-03-22 07:00:00,1,1,Laptop,Electronics,5558643,0.5081267,True
9106,27640,"generic ""kvm monitor",Electronics,2015-03-29 07:00:00,1,0,Monitor,Electronics,5506270,0.59750485,False
9112,27647,only the converse,Electronics,2015-03-23 07:00:00,1,0,Speaker,Electronics,5608503,0.5315045,True
9115,27651,all dells,Electronics,2015-04-11 07:00:00,1,-1,Laptop,Electronics,5558643,0.506875,False
9120,27664,mlb tv,Electronics,2015-04-06 07:00:00,1,1,Monitor,Electronics,5506270,0.53047484,True
9134,27687,macbook/iphone,Electronics,2015-03-05 08:00:00,1,0,Smartphone,Electronics,5584861,0.54595375,False
9140,27703,canon xl2,Electronics,2015-04-09 07:00:00,2,1,Camera,Electronics,5576465,0.55824053,False
